Gold (grams),Monthly Income (PKR),Monthly Expenses (PKR),Marital Status,Employment Type,Region,Income (USD),Assets (USD),Liabilities (USD),Dependents,Net Worth (USD),Zakat Eligibility
88,417229,49499,Widowed,Salaried,Rural,8788,202261,5031,7,197230,0
12,144731,138206,Married,Unemployed,Rural,2669,77968,7375,9,70593,0
167,321084,93673,Married,Salaried,Rural,8965,494777,77994,6,416783,0
161,386694,70603,Divorced,Salaried,Urban,4320,152399,8280,1,144119,0
34,461851,168542,Married,Freelancer,Rural,9280,118446,219942,4,-101496,1
78,491879,97698,Widowed,Freelancer,Rural,4024,54635,185048,2,-130413,1
38,190566,278864,Married,Freelancer,Rural,4492,178556,237261,9,-58705,1
41,481627,168758,Widowed,Unemployed,Rural,4208,378509,267395,5,111114,0
24,147962,213684,Widowed,Unemployed,Rural,2399,303472,274804,1,28668,0
141,463878,362597,Single,Freelancer,Rural,1219,304168,88286,0,215882,0
82,320384,150231,Divorced,Salaried,Rural,7677,304580,126022,3,178558,0
109,272869,248971,Single,Unemployed,Rural,1116,326141,166531,8,159610,0
85,206986,268071,Married,Unemployed,Urban,4085,23862,211775,3,-187913,1
0,24155,42793,Married,Freelancer,Urban,2954,469140,268821,2,200319,0
166,214415,24803,Married,Salaried,Rural,2332,32719,219088,5,-186369,1
29,369799,271883,Divorced,Freelancer,Rural,2834,376606,274727,8,101879,0
132,13148,92096,Single,Business,Urban,2970,19919,155888,5,-135969,1
198,276151,175404,Widowed,Salaried,Rural,3571,41591,244770,1,-203179,1
189,476446,347524,Divorced,Salaried,Rural,5832,56328,296429,0,-240101,1
158,176637,397277,Married,Freelancer,Urban,207,123428,96859,5,26569,0
134,104840,119181,Single,Salaried,Urban,534,489199,230074,5,259125,0
126,152457,5171,Married,Freelancer,Urban,9263,405768,87214,1,318554,0
28,90577,154076,Married,Salaried,Urban,3071,190228,282471,7,-92243,1
50,255148,335874,Widowed,Business,Urban,484,246583,219024,3,27559,0
116,16001,15278,Divorced,Unemployed,Urban,3857,49927,272357,7,-222430,1
78,303077,74311,Married,Business,Rural,397,271639,138721,1,132918,0
178,326586,320478,Married,Unemployed,Rural,3517,270415,25448,4,244967,0
93,139315,311699,Married,Business,Urban,8517,489566,151903,9,337663,0
198,356383,260333,Married,Salaried,Rural,7864,44435,233502,1,-189067,1
68,361511,142132,Single,Freelancer,Rural,3612,336132,21517,9,314615,0
13,326719,39465,Married,Business,Urban,9620,175025,185804,0,-10779,1
93,211641,276562,Divorced,Freelancer,Rural,9261,235884,73318,4,162566,0
22,391239,377217,Widowed,Business,Rural,1286,469889,17346,0,452543,0
79,215077,284389,Divorced,Salaried,Rural,9228,405954,194828,0,211126,0
87,410669,221643,Single,Business,Urban,3414,416313,111818,9,304495,0
42,28670,346468,Married,Unemployed,Urban,3630,91487,81122,5,10365,0
55,236037,218327,Widowed,Salaried,Rural,1866,30936,133553,9,-102617,1
148,288469,370222,Widowed,Unemployed,Rural,4687,188258,5246,6,183012,0
106,406078,351336,Widowed,Freelancer,Urban,155,402077,88075,1,314002,0
157,280864,178077,Divorced,Unemployed,Urban,9641,265230,115759,1,149471,0
108,220084,183526,Divorced,Salaried,Rural,4033,59868,269927,3,-210059,1
167,180293,358367,Divorced,Unemployed,Rural,4711,121217,71662,6,49555,0
93,179214,82876,Married,Unemployed,Urban,7785,253381,95295,0,158086,0
101,434904,71711,Widowed,Freelancer,Urban,6167,244572,224111,4,20461,0
21,228208,313773,Single,Salaried,Rural,3844,188159,40038,7,148121,0
129,10274,316846,Single,Freelancer,Rural,7766,302201,135021,3,167180,0
150,121453,32126,Widowed,Freelancer,Urban,563,343317,72007,7,271310,0
105,45165,13897,Single,Salaried,Rural,8474,26309,178067,0,-151758,1
189,342942,365413,Divorced,Business,Urban,6235,97372,109319,7,-11947,1
29,335911,162463,Single,Salaried,Urban,2099,309053,184313,7,124740,0
154,230793,96184,Widowed,Business,Urban,6831,159824,53721,1,106103,0
36,378962,16552,Divorced,Salaried,Urban,4459,445663,136196,3,309467,0
69,499241,190525,Single,Unemployed,Rural,3237,125009,265179,1,-140170,1
15,221252,3727,Widowed,Freelancer,Rural,874,223384,30632,2,192752,0
123,457603,202161,Divorced,Unemployed,Rural,4246,443921,259132,8,184789,0
19,317430,156835,Married,Salaried,Urban,4985,111337,287724,9,-176387,1
73,33029,344524,Divorced,Business,Rural,7056,96941,275693,3,-178752,1
173,265897,165594,Single,Salaried,Rural,2272,324810,201242,0,123568,0
101,301710,299121,Divorced,Business,Urban,8025,35268,92828,0,-57560,1
122,111761,369457,Married,Freelancer,Rural,6000,348990,121410,1,227580,0
73,177504,320232,Single,Salaried,Rural,6530,242869,172580,6,70289,0
152,83465,365209,Married,Business,Urban,5654,347004,38858,8,308146,0
58,62072,369147,Single,Salaried,Urban,5011,13850,53494,0,-39644,1
159,129829,37775,Widowed,Unemployed,Urban,1754,66859,113588,4,-46729,1
144,202712,268055,Married,Business,Rural,5067,111293,94327,9,16966,0
137,174116,129184,Single,Business,Rural,9048,470509,41463,9,429046,0
144,240729,299973,Widowed,Unemployed,Urban,2432,92613,117086,6,-24473,1
129,356469,207117,Widowed,Freelancer,Urban,5392,99559,187083,6,-87524,1
65,226499,354952,Married,Salaried,Rural,6287,28700,299719,0,-271019,1
28,152426,371434,Widowed,Freelancer,Rural,3720,91359,197067,0,-105708,1
122,162712,384300,Widowed,Salaried,Rural,5152,294397,17354,5,277043,0
131,70719,72377,Single,Salaried,Rural,171,70980,29406,4,41574,0
29,167286,188606,Divorced,Salaried,Rural,1338,357179,36354,9,320825,0
188,171485,374377,Widowed,Business,Urban,7990,130513,294277,6,-163764,1
185,223034,105931,Married,Salaried,Urban,9429,310264,23969,0,286295,0
161,312096,275603,Single,Salaried,Rural,3126,458055,248627,0,209428,0
77,53595,316228,Single,Unemployed,Rural,6674,70678,247891,2,-177213,1
151,460439,107696,Widowed,Unemployed,Rural,6361,8170,17894,6,-9724,1
87,308256,380008,Widowed,Business,Urban,6789,94525,228769,4,-134244,1
81,39062,201379,Divorced,Freelancer,Rural,1890,180107,24119,6,155988,0
24,72172,195966,Married,Business,Urban,2246,420052,233745,8,186307,0
88,207830,227194,Single,Freelancer,Urban,7408,3093,223865,3,-220772,1
104,195222,38972,Single,Unemployed,Rural,6606,413535,232668,6,180867,0
24,342079,376684,Divorced,Freelancer,Urban,3265,209977,155844,0,54133,0
157,44505,238443,Divorced,Salaried,Urban,4042,114779,39609,3,75170,0
182,203180,131864,Married,Business,Urban,7806,132284,237009,9,-104725,1
88,371207,234226,Married,Unemployed,Rural,8158,42641,98788,8,-56147,1
151,494536,127424,Widowed,Unemployed,Rural,1749,249716,149172,0,100544,0
126,123048,290796,Widowed,Unemployed,Rural,8005,365250,163780,9,201470,0
166,72714,42182,Divorced,Freelancer,Urban,6277,315101,1272,4,313829,0
1,80056,300809,Married,Business,Urban,1197,493900,282427,7,211473,0
161,461597,88763,Widowed,Business,Urban,7423,61248,145015,7,-83767,1
15,341565,346457,Divorced,Salaried,Urban,979,360226,43925,6,316301,0
175,134172,37004,Divorced,Freelancer,Urban,9953,83110,222840,0,-139730,1
151,80885,301705,Single,Business,Rural,6475,4249,3686,3,563,1
177,496624,284395,Widowed,Freelancer,Urban,5667,178192,29951,7,148241,0
129,204706,277595,Married,Unemployed,Urban,1899,181041,165948,7,15093,0
38,138507,277018,Single,Salaried,Rural,6269,71839,175243,5,-103404,1
102,265210,18033,Divorced,Salaried,Urban,9463,126741,168350,0,-41609,1
186,288874,260094,Widowed,Business,Rural,8737,75887,191611,8,-115724,1
150,171016,160921,Widowed,Business,Urban,5643,132184,75371,4,56813,0
11,183947,170617,Divorced,Business,Rural,2550,152815,52693,5,100122,0
76,318782,47456,Married,Business,Rural,3657,465823,219875,3,245948,0
68,43423,31495,Married,Freelancer,Urban,2807,476375,221152,5,255223,0
142,202741,138579,Divorced,Freelancer,Rural,1548,494455,60393,2,434062,0
59,228900,379117,Widowed,Salaried,Urban,625,119610,104161,8,15449,0
63,82333,57523,Widowed,Unemployed,Rural,5777,119431,65875,4,53556,0
129,147486,208981,Divorced,Salaried,Rural,526,135924,19167,6,116757,0
197,158812,394175,Married,Unemployed,Urban,5549,391197,139013,7,252184,0
63,208597,226205,Divorced,Unemployed,Urban,1214,130380,234005,3,-103625,1
163,351631,147326,Married,Business,Urban,8208,130966,247691,6,-116725,1
12,260801,24329,Single,Unemployed,Rural,7386,329082,220822,3,108260,0
1,221143,54427,Single,Freelancer,Rural,7517,101620,80503,4,21117,0
119,419178,97815,Widowed,Salaried,Urban,9000,486136,212642,7,273494,0
4,188383,266759,Widowed,Business,Rural,9602,204735,227440,4,-22705,1
39,400834,237769,Divorced,Freelancer,Rural,821,359908,120973,3,238935,0
191,180193,242585,Widowed,Salaried,Urban,2223,306252,60875,0,245377,0
38,29326,103117,Divorced,Salaried,Urban,8034,280605,158191,6,122414,0
162,364704,77010,Married,Business,Rural,8123,214597,44829,6,169768,0
184,485764,15264,Widowed,Freelancer,Urban,2315,343389,161941,4,181448,0
40,363501,193495,Married,Unemployed,Rural,4971,293473,106093,4,187380,0
172,160308,258430,Widowed,Freelancer,Rural,5245,169710,33897,5,135813,0
161,85089,59103,Single,Salaried,Rural,8754,349072,67014,8,282058,0
146,47239,329501,Divorced,Unemployed,Urban,749,332247,32142,7,300105,0
125,93729,225443,Widowed,Freelancer,Urban,7753,267720,119701,7,148019,0
41,247845,311156,Widowed,Unemployed,Urban,6764,415925,210190,7,205735,0
106,341065,356511,Single,Salaried,Urban,6580,436626,211286,1,225340,0
16,38147,292609,Married,Unemployed,Rural,6597,403998,136797,4,267201,0
112,66674,7259,Divorced,Business,Urban,4921,442218,209426,8,232792,0
34,27580,259265,Married,Freelancer,Urban,8684,8344,193049,9,-184705,1
162,364112,297342,Single,Salaried,Rural,6505,73056,232624,4,-159568,1
100,5678,157482,Widowed,Salaried,Urban,7639,355621,246585,3,109036,0
5,54771,101434,Widowed,Freelancer,Urban,4594,30458,10720,3,19738,0
179,114450,299011,Divorced,Freelancer,Rural,7211,395702,69091,2,326611,0
73,412502,267562,Widowed,Unemployed,Urban,6431,166705,159554,7,7151,0
42,122387,347413,Widowed,Salaried,Rural,2209,333604,271206,4,62398,0
150,342535,106305,Married,Unemployed,Urban,5312,478456,231576,4,246880,0
115,74090,186956,Married,Freelancer,Urban,2449,215917,266087,0,-50170,1
170,486457,369501,Single,Unemployed,Urban,6993,75938,47817,9,28121,0
180,97215,11211,Single,Freelancer,Urban,3949,12383,279127,9,-266744,1
71,488751,18374,Divorced,Salaried,Urban,6586,144511,81527,7,62984,0
72,342774,13078,Single,Salaried,Rural,5437,422843,246641,1,176202,0
194,164631,68938,Married,Freelancer,Rural,5077,437717,239075,7,198642,0
96,361528,78754,Widowed,Salaried,Rural,1247,359362,228245,4,131117,0
193,49319,72255,Divorced,Salaried,Rural,5609,182858,69729,5,113129,0
161,257497,105825,Married,Freelancer,Urban,4032,34007,96909,0,-62902,1
162,213244,61133,Divorced,Unemployed,Urban,8021,399713,94600,7,305113,0
154,163124,350757,Married,Freelancer,Urban,3770,60061,131705,9,-71644,1
154,152668,217643,Single,Freelancer,Rural,6327,19598,45681,1,-26083,1
191,319831,308645,Single,Unemployed,Urban,4532,280138,72469,5,207669,0
38,262350,232358,Divorced,Freelancer,Urban,7840,255827,200395,9,55432,0
187,499468,179459,Married,Freelancer,Urban,7036,100567,120805,2,-20238,1
72,351495,214216,Single,Freelancer,Urban,9827,154022,149601,0,4421,1
95,349235,27937,Single,Unemployed,Urban,2357,92666,221376,3,-128710,1
150,76848,213526,Single,Freelancer,Urban,9818,460130,231838,6,228292,0
77,465384,240042,Divorced,Business,Rural,5538,486185,90404,7,395781,0
10,339558,142132,Single,Unemployed,Rural,8776,388702,174988,7,213714,0
3,439516,243446,Married,Unemployed,Rural,6888,68122,207653,8,-139531,1
50,362570,288949,Widowed,Business,Rural,9073,171979,220654,7,-48675,1
37,370513,116594,Divorced,Freelancer,Urban,8676,385377,286521,6,98856,0
50,250628,305639,Widowed,Freelancer,Urban,8179,66941,118169,6,-51228,1
47,372562,267401,Widowed,Freelancer,Urban,6633,262218,150602,3,111616,0
35,189469,58322,Divorced,Salaried,Urban,2275,451996,178480,4,273516,0
24,460056,128375,Divorced,Salaried,Urban,539,436669,83552,5,353117,0
132,381049,15137,Divorced,Unemployed,Rural,6907,470874,125278,4,345596,0
73,473568,283692,Divorced,Freelancer,Urban,8115,380727,223188,4,157539,0
68,247536,324086,Divorced,Unemployed,Rural,4475,162986,217709,7,-54723,1
104,420707,118114,Single,Business,Rural,5281,479951,160353,7,319598,0
81,161337,44115,Divorced,Freelancer,Urban,261,212814,215176,5,-2362,1
118,490075,11593,Single,Freelancer,Rural,9277,427916,145211,7,282705,0
22,109413,213924,Married,Unemployed,Urban,8636,40672,37585,6,3087,1
13,320550,77346,Single,Freelancer,Rural,8294,148356,205588,5,-57232,1
179,356116,317669,Widowed,Salaried,Urban,5790,325981,173200,4,152781,0
86,312145,193957,Divorced,Freelancer,Urban,8807,175473,293059,3,-117586,1
124,7098,102128,Widowed,Salaried,Urban,939,257840,262207,8,-4367,1
47,203391,268955,Married,Freelancer,Urban,9903,82265,127393,5,-45128,1
98,418472,250817,Divorced,Unemployed,Rural,5091,253128,222871,2,30257,0
56,89840,297707,Divorced,Freelancer,Urban,6648,373828,141446,0,232382,0
160,299931,209362,Widowed,Unemployed,Rural,7734,303714,144647,7,159067,0
37,150583,124105,Divorced,Business,Urban,6045,221798,261890,5,-40092,1
192,374613,155116,Single,Freelancer,Urban,3357,171190,234343,7,-63153,1
5,442115,142276,Married,Business,Rural,964,229690,10092,0,219598,0
148,168911,199146,Widowed,Unemployed,Rural,7214,444135,242672,7,201463,0
26,53071,164514,Married,Freelancer,Rural,3574,413056,284890,4,128166,0
68,204397,243982,Widowed,Business,Rural,1165,69478,100483,2,-31005,1
133,15203,243167,Married,Salaried,Urban,5014,303810,130622,5,173188,0
39,41472,394799,Single,Salaried,Urban,9374,200584,220740,1,-20156,1
152,448367,119252,Single,Business,Urban,2252,288025,79241,2,208784,0
68,285205,128557,Single,Salaried,Urban,4937,342107,85822,4,256285,0
189,453690,323661,Single,Salaried,Urban,9958,180371,195740,4,-15369,1
78,223829,239217,Widowed,Freelancer,Urban,8216,226649,51389,7,175260,0
45,69638,278678,Married,Salaried,Urban,7058,147213,142779,9,4434,1
175,381958,136417,Widowed,Salaried,Urban,4171,202625,167887,4,34738,0
165,336344,193403,Widowed,Business,Urban,3086,85369,264425,5,-179056,1
60,53532,94623,Widowed,Salaried,Rural,2495,321907,45386,0,276521,0
80,437636,42681,Widowed,Unemployed,Urban,3257,481210,84101,0,397109,0
16,283246,305375,Widowed,Business,Rural,4058,200210,231931,4,-31721,1
47,465635,351534,Widowed,Freelancer,Rural,7045,339885,66224,6,273661,0
32,10925,81233,Widowed,Business,Urban,5219,140279,284020,5,-143741,1
17,467371,75597,Single,Salaried,Rural,5379,153102,267130,0,-114028,1
35,458347,290079,Divorced,Unemployed,Urban,9507,304415,46898,0,257517,0
53,353168,31369,Widowed,Salaried,Urban,2918,100515,84220,1,16295,0
130,204403,182911,Married,Salaried,Rural,4909,274893,48279,7,226614,0
88,212586,199457,Single,Business,Rural,1337,390946,8352,5,382594,0
98,51394,255131,Single,Salaried,Urban,3623,443528,280313,7,163215,0
108,284788,44674,Divorced,Unemployed,Rural,2531,322035,252956,4,69079,0
147,463065,233253,Divorced,Freelancer,Rural,8529,425825,9217,7,416608,0
99,355005,251310,Divorced,Business,Rural,2400,24036,71121,5,-47085,1
106,324632,128627,Widowed,Unemployed,Urban,3585,217566,9716,0,207850,0
30,331225,283041,Divorced,Salaried,Rural,654,238232,101589,2,136643,0
20,201099,4255,Married,Salaried,Rural,3748,249256,169323,3,79933,0
127,289664,90378,Divorced,Freelancer,Urban,2230,348971,162220,2,186751,0
100,18295,233983,Divorced,Unemployed,Rural,1047,85705,211795,2,-126090,1
33,369537,36662,Single,Unemployed,Urban,7258,484833,105516,9,379317,0
184,47508,50352,Widowed,Freelancer,Urban,9720,283696,215183,9,68513,0
164,219986,13129,Divorced,Salaried,Rural,3221,395446,197618,9,197828,0
0,308730,296953,Single,Salaried,Rural,2316,324750,297973,0,26777,0
56,428210,351527,Widowed,Salaried,Urban,6110,355182,248622,6,106560,0
54,394088,110088,Divorced,Business,Urban,8323,360129,104856,7,255273,0
158,95587,173638,Widowed,Unemployed,Urban,676,198373,2788,6,195585,0
22,269455,248298,Married,Freelancer,Urban,1189,334525,163218,5,171307,0
106,364146,316239,Single,Business,Rural,7380,357401,208210,8,149191,0
101,406811,214802,Widowed,Unemployed,Rural,5378,9129,34981,6,-25852,1
112,476162,306293,Single,Freelancer,Rural,4853,206114,57817,0,148297,0
74,411737,92292,Widowed,Freelancer,Urban,462,390060,234570,8,155490,0
47,271438,332456,Single,Salaried,Urban,9972,280607,83792,2,196815,0
147,377028,308907,Single,Salaried,Rural,4971,356029,72554,6,283475,0
100,125288,249206,Single,Freelancer,Rural,3871,64959,4287,1,60672,0
134,96314,388803,Divorced,Salaried,Urban,4762,207667,108728,8,98939,0
98,475457,7194,Widowed,Salaried,Rural,1988,377439,94385,3,283054,0
129,443143,367415,Divorced,Unemployed,Rural,5966,90739,267663,7,-176924,1
39,301052,158995,Married,Freelancer,Rural,6835,315250,275567,5,39683,0
151,24190,328385,Divorced,Freelancer,Urban,6994,91050,168439,8,-77389,1
102,325925,356324,Married,Freelancer,Rural,6994,479323,150700,4,328623,0
109,490218,334479,Widowed,Salaried,Rural,8699,215862,238397,9,-22535,1
8,303476,392467,Married,Unemployed,Rural,9320,384939,22903,2,362036,0
121,225499,366878,Single,Freelancer,Urban,1340,12409,254344,1,-241935,1
42,431596,212956,Married,Business,Rural,4438,213466,272699,2,-59233,1
96,45457,124736,Married,Salaried,Rural,1199,403278,61402,1,341876,0
50,107109,98843,Married,Freelancer,Urban,6407,169786,247539,4,-77753,1
49,468249,62746,Married,Freelancer,Rural,1060,179637,115659,6,63978,0
86,249091,254754,Married,Business,Rural,518,354007,84792,0,269215,0
149,234656,237935,Single,Unemployed,Rural,9559,492116,228194,2,263922,0
91,86375,92537,Married,Freelancer,Urban,1718,495488,136940,5,358548,0
90,152617,40817,Single,Unemployed,Rural,3707,308564,238078,0,70486,0
9,480179,209388,Divorced,Unemployed,Rural,4064,391894,242782,7,149112,0
194,230190,25376,Widowed,Freelancer,Rural,8727,168341,109291,4,59050,0
131,92518,356765,Married,Business,Urban,8997,80049,124792,5,-44743,1
29,359779,325710,Divorced,Freelancer,Rural,8945,109177,54544,1,54633,0
149,104929,226358,Divorced,Unemployed,Urban,8331,41905,152176,0,-110271,1
91,487155,79628,Married,Unemployed,Rural,5970,1948,230457,0,-228509,1
107,421963,286676,Divorced,Business,Urban,1887,167590,9006,3,158584,0
40,376882,378011,Widowed,Salaried,Urban,1741,72814,228915,5,-156101,1
143,88859,276514,Widowed,Business,Rural,7631,170560,226340,0,-55780,1
183,272591,195282,Single,Business,Rural,8278,397617,142112,6,255505,0
68,260745,326269,Single,Unemployed,Rural,6481,268049,284141,6,-16092,1
141,478201,125003,Divorced,Business,Rural,3038,487400,283347,1,204053,0
179,253305,236066,Married,Unemployed,Urban,2788,495920,6007,6,489913,0
13,192546,200303,Divorced,Freelancer,Rural,6266,171850,161512,1,10338,0
174,449193,202144,Married,Salaried,Urban,9871,223470,5222,3,218248,0
15,399038,192078,Divorced,Freelancer,Rural,6096,130539,86918,1,43621,0
102,421931,239705,Married,Unemployed,Rural,9490,161396,134913,6,26483,0
42,5468,233147,Divorced,Business,Rural,1663,28708,168609,9,-139901,1
67,179023,159943,Married,Business,Rural,579,61637,113990,0,-52353,1
164,72798,226555,Widowed,Freelancer,Urban,2781,217715,259723,8,-42008,1
141,318962,35283,Divorced,Business,Rural,9914,285259,219339,4,65920,0
40,245455,342688,Married,Salaried,Urban,1990,445474,243544,4,201930,0
86,240588,189901,Single,Freelancer,Urban,5247,410344,35248,5,375096,0
72,226504,254911,Single,Salaried,Urban,2600,381288,294980,4,86308,0
151,379653,231569,Married,Unemployed,Urban,3666,7111,113680,3,-106569,1
74,143836,349854,Married,Business,Urban,2327,97194,61942,3,35252,0
18,415539,87317,Single,Salaried,Rural,6163,220864,115441,7,105423,0
11,335026,160364,Married,Freelancer,Rural,2676,239274,240951,7,-1677,1
46,401361,337984,Single,Unemployed,Urban,3304,113473,14836,0,98637,0
97,149833,72685,Widowed,Unemployed,Urban,6428,431010,128364,5,302646,0
139,240796,18690,Single,Business,Urban,9283,85537,100435,8,-14898,1
130,460100,148272,Divorced,Business,Rural,4156,444841,140855,2,303986,0
157,226324,69650,Widowed,Salaried,Urban,9733,262607,43990,5,218617,0
185,374521,126378,Divorced,Business,Rural,8853,465001,132929,9,332072,0
110,80253,82369,Married,Freelancer,Rural,9444,456711,233068,4,223643,0
173,21376,395654,Married,Salaried,Rural,6117,61829,199812,0,-137983,1
178,153507,270204,Single,Salaried,Rural,8181,478119,80766,8,397353,0
98,287781,5311,Single,Freelancer,Urban,8304,480579,36887,7,443692,0
14,212953,19069,Single,Freelancer,Urban,2553,251798,148786,8,103012,0
42,272369,224976,Widowed,Salaried,Urban,746,65982,72733,4,-6751,1
149,51721,399076,Widowed,Unemployed,Urban,1795,251643,61040,5,190603,0
8,112321,65218,Divorced,Salaried,Rural,805,182797,155036,2,27761,0
91,116826,24693,Single,Salaried,Rural,8218,294488,272596,0,21892,0
92,395137,332942,Divorced,Freelancer,Rural,4434,136633,217149,2,-80516,1
38,261020,186715,Married,Salaried,Urban,6036,107427,168988,4,-61561,1
67,88289,245758,Divorced,Unemployed,Rural,7527,373921,75900,8,298021,0
56,141365,6290,Married,Freelancer,Rural,1537,291301,203303,5,87998,0
195,359520,136484,Married,Business,Rural,5071,418635,173238,3,245397,0
6,67290,68492,Married,Salaried,Urban,4249,54387,226841,6,-172454,1
1,77216,108656,Divorced,Unemployed,Rural,6529,376084,115704,8,260380,0
53,312688,242759,Married,Business,Urban,8019,237996,261170,6,-23174,1
164,490688,321858,Divorced,Unemployed,Urban,8592,268601,263898,6,4703,1
155,142875,302701,Divorced,Salaried,Urban,7796,116987,134262,0,-17275,1
58,20353,69942,Married,Freelancer,Rural,4675,395406,251557,2,143849,0
173,347789,218967,Widowed,Freelancer,Rural,6655,317996,99034,6,218962,0
190,311961,97001,Widowed,Unemployed,Urban,3516,366096,274944,7,91152,0
162,93752,255631,Married,Unemployed,Rural,2050,63537,204302,5,-140765,1
98,354137,243584,Divorced,Freelancer,Urban,7954,223158,26890,7,196268,0
114,17179,318747,Married,Business,Rural,1342,288219,289719,6,-1500,1
93,337646,390931,Single,Freelancer,Urban,5991,396702,242341,9,154361,0
57,189481,358643,Widowed,Business,Rural,427,306411,23773,5,282638,0
140,71953,93918,Married,Unemployed,Urban,4636,475678,218713,9,256965,0
70,29864,377322,Widowed,Freelancer,Urban,1909,32084,288164,9,-256080,1
133,156154,47934,Married,Freelancer,Rural,9178,483168,31036,0,452132,0
44,370494,311692,Single,Salaried,Rural,6662,265737,101969,6,163768,0
132,303898,36915,Widowed,Unemployed,Rural,1710,55617,33358,6,22259,0
165,118857,167556,Divorced,Unemployed,Urban,9224,227636,105365,8,122271,0
171,282550,163267,Married,Freelancer,Urban,2464,231178,18241,7,212937,0
24,286264,45311,Single,Business,Urban,9630,146615,280436,7,-133821,1
81,437066,81319,Single,Freelancer,Urban,8363,222798,201820,3,20978,0
142,160677,204834,Widowed,Business,Rural,142,201584,223013,0,-21429,1
199,18798,188699,Divorced,Freelancer,Rural,2468,64088,92209,4,-28121,1
76,496730,130540,Divorced,Business,Rural,6021,402593,116118,8,286475,0
166,460124,143476,Divorced,Business,Urban,7167,405206,88687,0,316519,0
47,212162,301862,Single,Business,Urban,7076,143018,271970,2,-128952,1
51,360061,178225,Divorced,Salaried,Rural,261,494531,71361,3,423170,0
59,235891,224419,Married,Salaried,Urban,4639,141442,31210,5,110232,0
22,319317,314318,Married,Freelancer,Rural,5755,28429,252059,2,-223630,1
196,421030,246702,Married,Freelancer,Urban,1743,131356,59863,3,71493,0
51,337052,224468,Widowed,Unemployed,Urban,6396,495347,33277,5,462070,0
85,428184,47465,Widowed,Business,Urban,7688,308345,45857,2,262488,0
21,274309,271951,Single,Freelancer,Urban,9712,366548,126674,0,239874,0
24,409404,211021,Divorced,Business,Urban,2103,422928,279040,6,143888,0
182,369978,225031,Single,Unemployed,Urban,4994,55468,259301,5,-203833,1
63,283935,289912,Single,Business,Urban,8230,354737,160706,8,194031,0
64,23660,7978,Divorced,Unemployed,Urban,4624,52911,104653,3,-51742,1
3,217903,225109,Married,Freelancer,Urban,8965,254016,182329,5,71687,0
51,77936,197089,Single,Salaried,Rural,2646,286793,147983,4,138810,0
116,142825,241313,Divorced,Salaried,Rural,3945,372612,68699,2,303913,0
159,367158,329015,Married,Freelancer,Rural,6598,399131,169535,1,229596,0
52,332443,63453,Divorced,Salaried,Rural,4445,387807,197019,3,190788,0
25,478359,318134,Divorced,Freelancer,Urban,7125,155206,245019,5,-89813,1
99,5825,220785,Married,Freelancer,Rural,8459,447785,135761,8,312024,0
162,16312,190295,Married,Freelancer,Urban,9456,358203,234702,7,123501,0
13,436529,384692,Widowed,Freelancer,Rural,8909,62721,277781,2,-215060,1
161,423187,390915,Single,Salaried,Rural,5665,188693,295954,3,-107261,1
59,369200,142529,Widowed,Unemployed,Urban,4432,483291,68774,6,414517,0
152,184129,275440,Single,Freelancer,Urban,3867,177653,111520,1,66133,0
53,358851,284803,Married,Business,Rural,6543,426464,51365,5,375099,0
154,348831,65284,Divorced,Freelancer,Rural,2879,220006,49183,7,170823,0
20,390804,13318,Married,Unemployed,Rural,5177,74651,3085,5,71566,0
175,297129,239283,Married,Freelancer,Urban,1561,194391,107158,2,87233,0
34,15684,107829,Married,Freelancer,Rural,5237,392313,117336,6,274977,0
179,493346,33749,Single,Business,Urban,6683,124348,239385,7,-115037,1
197,478317,233196,Divorced,Unemployed,Urban,6084,124417,282570,4,-158153,1
153,358364,59562,Widowed,Salaried,Urban,846,946,97128,6,-96182,1
142,374140,92216,Single,Salaried,Urban,2344,15093,188100,4,-173007,1
4,129738,299230,Single,Salaried,Urban,1507,429985,223710,8,206275,0
160,24696,279363,Married,Freelancer,Rural,3695,54946,216002,9,-161056,1
152,62101,353385,Married,Salaried,Urban,9331,409967,147347,5,262620,0
120,10738,322467,Single,Unemployed,Rural,6173,390826,269751,9,121075,0
179,431213,306496,Widowed,Salaried,Rural,5953,273524,155790,4,117734,0
171,5245,132456,Married,Business,Rural,4469,267274,40248,1,227026,0
19,340972,376379,Divorced,Freelancer,Rural,7294,175219,279108,5,-103889,1
55,138928,252207,Single,Business,Rural,7634,130335,67597,1,62738,0
65,110449,156596,Married,Salaried,Urban,8814,172259,97020,2,75239,0
118,274931,42130,Single,Business,Urban,9092,399406,240942,1,158464,0
7,319296,348691,Divorced,Freelancer,Urban,8507,394601,245865,0,148736,0
82,64037,289743,Single,Unemployed,Urban,1372,149968,4329,9,145639,0
63,112564,144308,Single,Unemployed,Urban,1552,248276,196735,1,51541,0
156,156625,357883,Single,Unemployed,Urban,7932,212830,223686,1,-10856,1
175,119944,107701,Married,Unemployed,Urban,3314,360708,83191,6,277517,0
121,22510,146003,Single,Freelancer,Rural,4649,344511,16188,4,328323,0
146,14307,328299,Widowed,Unemployed,Rural,8653,489813,255998,6,233815,0
136,176765,185163,Widowed,Freelancer,Rural,3839,405684,148503,9,257181,0
71,30836,120600,Married,Salaried,Rural,5147,392732,69585,1,323147,0
112,458330,43477,Married,Freelancer,Rural,367,457340,224014,5,233326,0
